CASENBR,ITERLVL,CDFCLEVN,CDFCLRCV,CDOFCRCV,CDSTATUS,STATRSN1,STATRSN2,STATRSN3,STATRSN4,STATRSN5,CDSUB1PR,CDSUB1SC,sdtdue,sdtstat,sitdtrcv,accept,reject,deny,grant,other,submit,filed,diffreg_filed,diffinst,closed,comptime,timely,diffreg_answer,overdue,untimely,resubmit,noinfres,attachmt,wronglvl,otherrej,cdsub1cb,subcount,rejcount,cldclocount,clgacccount,earliest_sitdtrcv,latest_sdtstat,days_between
767494,F,OTV,OTV,OTV,CLD,DNY,,,,,15,G,2014-03-22,2014-03-06,2014-02-10,0,0,1,0,0,1,1,,0.0,1,24.0,1.0,,,,,,,,,15G,1,0,1,0,2014-02-10,2014-03-06,24
768358,R,BRO,BRO,NER,REJ,QUA,DHO,RSR,,,20,D,,2014-02-18,2014-02-10,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2014-02-10,2014-02-18,8
767493,F,OTV,OTV,OTV,CLD,DNY,,,,,25,Z,2014-03-02,2014-02-27,2014-02-10,0,0,1,0,0,1,1,,0.0,1,17.0,1.0,,,,,,,,,25Z,1,0,1,0,2014-02-10,2014-02-27,17
767425,F,BRO,BRO,BRO,CLO,XPL,,,,,35,A,2014-02-27,2014-02-27,2014-02-07,0,0,0,0,1,1,1,,0.0,1,20.0,1.0,,,,,,,,,35A,1,0,1,0,2014-02-07,2014-02-27,20
762658,R,BRO,BRO,NER,CLD,DNY,,,,,19,F,2014-03-09,2014-03-07,2014-02-07,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,19F,2,0,2,0,2013-12-26,2014-03-07,71
767432,F,BRO,BRO,BRO,CLD,DNY,,,,,35,A,2014-02-27,2014-02-24,2014-02-07,0,0,1,0,0,1,1,,0.0,1,17.0,1.0,,,,,,,,,35A,1,0,1,0,2014-02-07,2014-02-24,17
763991,R,OTV,OTV,NER,REJ,OTH,,,,,26,B,,2014-02-11,2014-02-07,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26B,2,2,0,0,2014-01-09,2014-02-11,33
760623,R,BRO,BRO,NER,REJ,UTF,OTH,,,,15,A,,2014-02-07,2014-02-06,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,15A,3,3,0,0,2013-12-09,2014-02-07,60
766218,R,BRO,BRO,NER,REJ,INF,RSF,OTH,,,22,C,,2014-02-07,2014-02-06,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,22C,2,2,0,0,2014-01-29,2014-02-07,9
766787,F,OTV,OTV,OTV,CLO,WDN,,,,,11,Z,2014-02-24,2014-02-14,2014-02-04,0,0,0,0,1,1,1,,0.0,1,10.0,1.0,,,,,,,,,11Z,1,0,1,0,2014-02-04,2014-02-14,10
766820,F,OTV,OTV,OTV,CLO,WDN,,,,,11,Z,2014-02-24,2014-02-14,2014-02-04,0,0,0,0,1,1,1,,0.0,1,10.0,1.0,,,,,,,,,11Z,1,0,1,0,2014-02-04,2014-02-14,10
766861,F,OTV,OTV,OTV,CLO,WDN,,,,,11,Z,2014-02-24,2014-02-14,2014-02-04,0,0,0,0,1,1,1,,0.0,1,10.0,1.0,,,,,,,,,11Z,1,0,1,0,2014-02-04,2014-02-14,10
756037,R,NYM,NYM,NER,REJ,UTR,RSR,OTH,,,21,A,,2014-02-20,2014-02-04,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,21A,5,4,1,0,2013-11-01,2014-02-20,111
766888,F,OTV,OTV,OTV,CLO,XPL,,,,,19,F,2014-02-24,2014-02-05,2014-02-04,0,0,0,0,1,1,1,,0.0,1,1.0,1.0,,,,,,,,,19F,1,0,1,0,2014-02-04,2014-02-05,1
766976,F,CNK,CNK,CNK,CLO,OTH,,,,,19,Z,2014-02-23,2014-02-06,2014-02-03,0,0,0,0,1,1,1,,0.0,1,3.0,1.0,,,,,,,,,19Z,1,0,1,0,2014-02-03,2014-02-06,3
766978,F,CNK,CNK,CNK,CLO,OTH,,,,,19,Z,2014-02-23,2014-02-06,2014-02-03,0,0,0,0,1,1,1,,0.0,1,3.0,1.0,,,,,,,,,19Z,1,0,1,0,2014-02-03,2014-02-06,3
766620,F,OTV,OTV,OTV,CLO,WDN,,,,,34,C,2014-02-23,2014-02-14,2014-02-03,0,0,0,0,1,1,1,,0.0,1,11.0,1.0,,,,,,,,,34C,1,0,1,0,2014-02-03,2014-02-14,11
765531,R,BRO,BRO,NER,REJ,INF,OTH,,,,34,A,,2014-02-07,2014-02-03,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,34A,2,2,0,0,2014-01-22,2014-02-07,16
767659,R,BRO,BRO,NER,REJ,DHO,RSR,OTH,,,20,D,,2014-02-11,2014-02-03,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2014-02-03,2014-02-11,8
761732,R,BRO,BRO,NER,CLG,GRT,,,,,13,I,2014-03-02,2014-02-28,2014-01-31,0,0,0,1,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,13I,2,0,1,1,2013-12-18,2014-02-28,72
765723,F,BRO,BRO,BRO,REJ,INF,RSF,,,,33,Z,,2014-01-30,2014-01-30,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,33Z,2,2,0,0,2014-01-24,2014-01-30,6
765182,F,BRO,BRO,BRO,CLO,XPL,,,,,34,A,2014-03-11,2014-02-27,2014-01-30,0,0,0,0,1,1,1,,0.0,1,28.0,1.0,,,,,,,,,34A,2,1,1,0,2014-01-15,2014-02-27,43
766381,F,BRO,BRO,BRO,REJ,INF,RSF,,,,33,F,,2014-01-30,2014-01-30,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,33F,1,1,0,0,2014-01-30,2014-01-30,0
765726,F,BRO,BRO,BRO,CLO,XPL,,,,,33,F,2014-02-19,2014-02-18,2014-01-30,0,0,0,0,1,1,1,,0.0,1,19.0,1.0,,,,,,,,,33F,2,1,1,0,2014-01-24,2014-02-18,25
754250,R,RBK,POM,SCR,CLD,DNY,,,,,26,B,2014-03-01,2014-02-24,2014-01-30,0,0,1,0,0,1,1,0.0,1.0,1,25.0,1.0,0.0,,,,,,,,26B,4,2,1,1,2013-10-22,2014-02-24,125
766193,F,BRO,BRO,BRO,CLO,XPL,,,,,34,Z,2014-03-10,2014-02-28,2014-01-29,0,0,0,0,1,1,1,,0.0,1,30.0,1.0,,,,,,,,,34Z,1,0,1,0,2014-01-29,2014-02-28,30
767026,R,BRO,BRO,NER,REJ,QUA,RSR,DHO,OTH,,20,C,,2014-02-05,2014-01-29,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20C,1,1,0,0,2014-01-29,2014-02-05,7
764726,F,BRO,BRO,BRO,CLD,DNY,,,,,26,A,2014-02-18,2014-02-18,2014-01-29,0,0,1,0,0,1,1,,0.0,1,20.0,1.0,,,,,,,,,26A,2,1,1,0,2014-01-15,2014-02-18,34
762357,R,NYM,NYM,NER,CLD,DNY,,,,,25,C,2014-03-30,2014-03-21,2014-01-29,0,0,1,0,0,1,1,0.0,0.0,1,51.0,1.0,0.0,,,,,,,,25C,2,0,2,0,2013-12-23,2014-03-21,88
746253,A,RBK,RBK,BOP,REJ,IRQ,RAP,RSA,,,19,F,,2014-03-04,2014-01-29,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,19F,4,2,2,0,2013-08-12,2014-03-04,204
765191,F,BRO,BRO,BRO,CLD,DNY,,,,,35,C,2014-02-17,2014-02-12,2014-01-28,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,35C,2,1,1,0,2014-01-15,2014-02-12,28
766192,F,BRO,BRO,BRO,REJ,SEN,,,,,34,Z,,2014-01-29,2014-01-28,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2014-01-28,2014-01-29,1
765133,F,BRO,BRO,BRO,CLO,XPL,,,,,26,A,2014-02-17,2014-02-10,2014-01-28,0,0,0,0,1,1,1,,0.0,1,13.0,1.0,,,,,,,,,26A,2,1,1,0,2014-01-09,2014-02-10,32
767712,R,BRO,LOR,NER,CLG,GRT,,,,,20,C,2014-02-26,2014-02-26,2014-01-27,0,0,0,1,0,1,1,0.0,1.0,1,30.0,1.0,0.0,,,,,,,,20C,1,0,0,1,2014-01-27,2014-02-26,30
761652,R,OTV,OTV,NER,CLD,DNY,,,,,33,Z,2014-02-26,2014-02-26,2014-01-27,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,33Z,3,1,2,0,2013-12-17,2014-02-26,71
762478,R,RBK,RBK,NER,REJ,UTR,RSR,OTH,,,20,B,,2014-02-05,2014-01-27,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20B,3,3,0,0,2013-12-23,2014-02-05,44
766062,R,BRO,BRO,NER,REJ,INS,,,,,34,A,,2014-01-28,2014-01-27,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-27,2014-01-28,1
765789,F,OTV,OTV,OTV,CLD,DNY,,,,,26,B,2014-02-13,2014-01-28,2014-01-24,0,0,1,0,0,1,1,,0.0,1,4.0,1.0,,,,,,,,,26B,1,0,1,0,2014-01-24,2014-01-28,4
765787,F,NYM,NYM,NYM,CLD,DNY,,,,,18,A,2014-03-05,2014-03-04,2014-01-24,0,0,1,0,0,1,1,,0.0,1,39.0,1.0,,,,,,,,,18A,1,0,1,0,2014-01-24,2014-03-04,39
765660,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2014-02-13,2014-02-10,2014-01-24,0,0,1,0,0,1,1,,0.0,1,17.0,1.0,,,,,,,,,21A,1,0,1,0,2014-01-24,2014-02-10,17
765928,R,BRO,BRO,NER,REJ,INS,,,,,34,A,,2014-01-27,2014-01-24,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-24,2014-01-27,3
749375,A,OTV,OAK,BOP,CLO,XPL,,,,,22,Z,2014-03-25,2015-07-17,2014-01-24,0,0,0,0,1,1,1,,1.0,1,539.0,0.0,,,,,,,,,22Z,4,1,3,0,2013-09-11,2015-07-17,674
751213,A,OTV,OTV,BOP,REJ,WRL,OTH,,,,20,B,,2014-02-19,2014-01-23,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,20B,4,4,0,0,2013-09-23,2014-02-19,149
753914,A,OTV,OTV,BOP,CLO,XPL,,,,,28,B,2014-03-23,2014-12-23,2014-01-22,0,0,0,0,1,1,1,,0.0,1,335.0,0.0,,,,,,,,,28B,3,0,3,0,2013-10-18,2014-12-23,431
765367,F,RBK,RBK,RBK,CLO,XPL,,,,,20,B,2014-02-11,2014-02-06,2014-01-22,0,0,0,0,1,1,1,,0.0,1,15.0,1.0,,,,,,,,,20B,1,0,1,0,2014-01-22,2014-02-06,15
765402,F,NYM,NYM,NYM,CLO,WDN,,,,,34,B,2014-02-11,2014-02-04,2014-01-22,0,0,0,0,1,1,1,,0.0,1,13.0,1.0,,,,,,,,,34B,1,0,1,0,2014-01-22,2014-02-04,13
767296,F,RBK,RBK,RBK,CLO,WDN,,,,,22,A,2014-03-03,2014-03-04,2014-01-22,0,0,0,0,1,1,1,,0.0,1,41.0,0.0,,,,,,,,,22A,1,0,1,0,2014-01-22,2014-03-04,41
719873,A,NYM,NYM,BOP,REJ,UTA,,,,,20,D,,2014-02-12,2014-01-22,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,20D,6,5,0,1,2013-01-22,2014-02-12,386
742619,A,BRO,BRO,BOP,CLO,XPL,,,,,26,B,2014-03-23,2015-03-24,2014-01-22,0,0,0,0,1,1,1,,0.0,1,426.0,0.0,,,,,,,,,26B,5,2,3,0,2013-07-17,2015-03-24,615
758906,A,BRO,BRO,BOP,CLG,PAR,,,,,20,B,2014-03-23,2014-07-17,2014-01-22,0,0,0,1,0,1,1,,0.0,1,176.0,0.0,,,,,,,,,20B,2,0,1,1,2013-11-21,2014-07-17,238
767267,F,RBK,RBK,RBK,CLD,DNY,,,,,28,B,2014-03-03,2014-02-20,2014-01-22,0,0,1,0,0,1,1,,0.0,1,29.0,1.0,,,,,,,,,28B,1,0,1,0,2014-01-22,2014-02-20,29
757603,A,OTV,OTV,BOP,CLO,XPL,,,,,26,B,2014-03-23,2015-03-13,2014-01-22,0,0,0,0,1,1,1,,0.0,1,415.0,0.0,,,,,,,,,26B,3,0,3,0,2013-11-14,2015-03-13,484
753952,A,OTV,PEM,BOP,REJ,RAP,RSA,,,,37,B,,2014-02-05,2014-01-22,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,37B,2,1,1,0,2013-10-07,2014-02-05,121
765184,F,BRO,BRO,BRO,REJ,IAT,RSF,,,,21,A,,2014-01-21,2014-01-21,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2014-01-21,2014-01-21,0
765794,R,RBK,RBK,NER,REJ,ONE,RSR,,,,20,D,,2014-01-24,2014-01-21,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2014-01-21,2014-01-24,3
765594,R,OTV,OTV,NER,REJ,INS,,,,,30,Z,,2014-01-23,2014-01-21,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30Z,1,1,0,0,2014-01-21,2014-01-23,2
765199,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2014-02-10,2014-02-10,2014-01-21,0,0,1,0,0,1,1,,0.0,1,20.0,1.0,,,,,,,,,21A,1,0,1,0,2014-01-21,2014-02-10,20
754246,A,RBK,RBK,BOP,CLD,DNY,,,,,13,L,2014-03-18,2014-05-20,2014-01-17,0,0,1,0,0,1,1,,0.0,1,123.0,0.0,,,,,,,,,13L,3,0,3,0,2013-10-17,2014-05-20,215
763431,R,OTV,OTV,NER,CLD,DNY,,,,,32,B,2014-02-16,2014-02-14,2014-01-17,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,32B,2,0,2,0,2014-01-02,2014-02-14,43
765020,F,OTV,OTV,OTV,CLO,XPL,,,,,27,Z,2014-02-06,2014-01-30,2014-01-17,0,0,0,0,1,1,1,,0.0,1,13.0,1.0,,,,,,,,,27Z,1,0,1,0,2014-01-17,2014-01-30,13
763261,R,BRO,ALM,NER,CLD,DNY,,,,,20,B,2014-02-16,2014-02-14,2014-01-17,0,0,1,0,0,1,1,0.0,1.0,1,28.0,1.0,0.0,,,,,,,,20B,2,1,1,0,2014-01-02,2014-02-14,43
765098,F,BRO,BRO,BRO,REJ,INF,RSF,,,,22,D,,2014-01-17,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,22D,1,1,0,0,2014-01-16,2014-01-17,1
765001,R,BRO,FAI,NER,REJ,DHO,RSR,,,,20,D,,2014-01-16,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2014-01-16,2014-01-16,0
753031,R,NYM,NYM,NER,REJ,UTR,OTH,RSR,,,26,A,,2014-01-16,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,26A,3,2,1,0,2013-10-09,2014-01-16,99
765198,F,BRO,BRO,BRO,REJ,INF,RSF,,,,33,F,,2014-01-21,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,33F,1,1,0,0,2014-01-16,2014-01-21,5
764999,R,RBK,RBK,NER,REJ,QUA,DHO,RSR,,,20,B,,2014-01-16,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20B,1,1,0,0,2014-01-16,2014-01-16,0
765101,F,BRO,BRO,BRO,REJ,INF,RSF,,,,22,D,,2014-01-17,2014-01-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,22D,1,1,0,0,2014-01-16,2014-01-17,1
764810,R,BRO,BRO,NER,REJ,INS,SEN,,,,34,A,,2014-01-15,2014-01-15,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-15,2014-01-15,0
764683,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2014-02-04,2014-02-04,2014-01-15,0,0,1,0,0,1,1,,0.0,1,20.0,1.0,,,,,,,,,21A,1,0,1,0,2014-01-15,2014-02-04,20
765121,F,BRO,BRO,BRO,REJ,INF,RSF,,,,26,A,,2014-01-17,2014-01-15,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,26A,1,1,0,0,2014-01-15,2014-01-17,2
764716,F,BRO,BRO,BRO,CLO,XPL,,,,,26,H,2014-02-04,2014-02-04,2014-01-15,0,0,0,0,1,1,1,,0.0,1,20.0,1.0,,,,,,,,,26H,1,0,1,0,2014-01-15,2014-02-04,20
764808,R,BRO,CNK,NER,REJ,INS,,,,,19,Z,,2014-01-15,2014-01-15,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19Z,1,1,0,0,2014-01-15,2014-01-15,0
765197,F,BRO,BRO,BRO,REJ,IAT,RSF,,,,21,A,,2014-01-21,2014-01-15,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2014-01-15,2014-01-21,6
764567,F,OTV,OTV,OTV,REJ,OTH,,,,,34,A,,2014-01-14,2014-01-14,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34A,1,1,0,0,2014-01-14,2014-01-14,0
764571,F,OTV,OTV,OTV,REJ,OTH,,,,,34,A,,2014-01-14,2014-01-14,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34A,1,1,0,0,2014-01-14,2014-01-14,0
765104,F,BRO,BRO,BRO,REJ,CON,INF,RSF,,,33,A,,2014-01-17,2014-01-14,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,33A,1,1,0,0,2014-01-14,2014-01-17,3
764580,F,OTV,OTV,OTV,CLD,DNY,,,,,13,B,2014-02-23,2014-02-13,2014-01-14,0,0,1,0,0,1,1,,0.0,1,30.0,1.0,,,,,,,,,13B,1,0,1,0,2014-01-14,2014-02-13,30
764584,F,OTV,OTV,OTV,CLO,WDN,,,,,34,B,2014-02-23,2014-02-24,2014-01-14,0,0,0,0,1,1,1,,0.0,1,41.0,0.0,,,,,,,,,34B,1,0,1,0,2014-01-14,2014-02-24,41
765189,F,BRO,BRO,BRO,REJ,ONE,RSF,,,,21,A,,2014-01-21,2014-01-13,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2014-01-13,2014-01-21,8
765186,F,BRO,BRO,BRO,REJ,ONE,RSF,,,,21,A,,2014-01-21,2014-01-13,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2014-01-13,2014-01-21,8
762821,R,RBK,RBK,NER,REJ,CPG,RSR,OTH,,,20,D,,2014-01-14,2014-01-13,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,2,2,0,0,2013-12-26,2014-01-14,19
761010,R,OTV,OTV,NER,CLD,DNY,,,,,26,B,2014-02-12,2014-02-12,2014-01-13,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,26B,2,0,2,0,2013-12-12,2014-02-12,62
764551,R,RBK,RBK,NER,REJ,UTR,OTH,RSR,,,20,C,,2014-01-14,2014-01-10,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20C,1,1,0,0,2014-01-10,2014-01-14,4
762374,F,BRO,BRO,BRO,REJ,UTF,,,,,21,A,,2014-01-10,2014-01-10,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21A,2,2,0,0,2013-12-19,2014-01-10,22
764158,F,NYM,NYM,NYM,CLO,XPL,,,,,34,Z,2014-02-19,2014-03-04,2014-01-10,0,0,0,0,1,1,1,,0.0,1,53.0,0.0,,,,,,,,,34Z,1,0,1,0,2014-01-10,2014-03-04,53
764172,F,NYM,NYM,NYM,CLO,XPL,,,,,21,A,2014-02-19,2014-02-27,2014-01-10,0,0,0,0,1,1,1,,0.0,1,48.0,0.0,,,,,,,,,21A,1,0,1,0,2014-01-10,2014-02-27,48
764192,F,NYM,NYM,NYM,CLO,WDN,,,,,21,A,2014-01-30,2014-01-24,2014-01-10,0,0,0,0,1,1,1,,0.0,1,14.0,1.0,,,,,,,,,21A,1,0,1,0,2014-01-10,2014-01-24,14
764553,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2014-02-09,2014-02-07,2014-01-10,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2014-01-10,2014-02-07,28
764495,R,RBK,RBK,NER,REJ,UTR,OTH,RSR,,,20,D,,2014-01-14,2014-01-09,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2014-01-09,2014-01-14,5
764126,F,NYM,NYM,NYM,CLD,DNY,,,,,21,A,2014-01-29,2014-01-27,2014-01-09,0,0,1,0,0,1,1,,0.0,1,18.0,1.0,,,,,,,,,21A,1,0,1,0,2014-01-09,2014-01-27,18
763997,F,OTV,OTV,OTV,REJ,MSI,OTH,,,,34,Z,,2014-01-09,2014-01-09,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34Z,1,1,0,0,2014-01-09,2014-01-09,0
764501,R,RBK,RBK,NER,REJ,OTH,,,,,20,D,,2014-01-14,2014-01-09,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2014-01-09,2014-01-14,5
764532,R,NYM,NYM,NER,REJ,INS,SEN,,,,34,A,,2014-01-14,2014-01-09,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-09,2014-01-14,5
764486,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2014-02-08,2014-02-07,2014-01-09,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2014-01-09,2014-02-07,29
764484,R,RBK,RBK,NER,REJ,ONE,RSR,,,,20,D,,2014-01-14,2014-01-09,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2014-01-09,2014-01-14,5
763908,F,OTV,OTV,OTV,CLO,XPL,,,,,34,Z,2014-01-28,2014-01-13,2014-01-08,0,0,0,0,1,1,1,,0.0,1,5.0,1.0,,,,,,,,,34Z,1,0,1,0,2014-01-08,2014-01-13,5
753073,A,OTV,OAK,BOP,CLD,DNY,,,,,34,A,2014-03-09,2014-09-18,2014-01-08,0,0,1,0,0,1,1,,1.0,1,253.0,0.0,,,,,,,,,34A,3,0,3,0,2013-10-09,2014-09-18,344
763912,F,OTV,OTV,OTV,CLO,WDN,,,,,34,A,2014-01-28,2014-01-14,2014-01-08,0,0,0,0,1,1,1,,0.0,1,6.0,1.0,,,,,,,,,34A,1,0,1,0,2014-01-08,2014-01-14,6
763914,F,OTV,OTV,OTV,CLO,XPL,,,,,34,A,2014-01-28,2014-01-22,2014-01-08,0,0,0,0,1,1,1,,0.0,1,14.0,1.0,,,,,,,,,34A,1,0,1,0,2014-01-08,2014-01-22,14
763902,F,OTV,OTV,OTV,REJ,OTH,,,,,25,C,,2014-01-08,2014-01-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,25C,1,1,0,0,2014-01-08,2014-01-08,0
745449,A,RBK,RBK,BOP,REJ,WRL,INF,UTF,,,28,B,,2014-01-28,2014-01-07,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,1.0,0.0,1.0,0.0,28B,6,6,0,0,2013-08-07,2014-01-28,174
763921,R,NYM,NYM,NER,REJ,FRM,,,,,20,D,,2014-01-08,2014-01-06,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2014-01-06,2014-01-08,2
763811,R,CNK,BRO,NER,REJ,QUA,OTH,RSR,,,20,E,,2014-01-08,2014-01-06,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20E,1,1,0,0,2014-01-06,2014-01-08,2
764679,F,BRO,BRO,BRO,REJ,WRL,DHO,UTR,,,20,D,,2014-01-15,2014-01-06,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,20D,1,1,0,0,2014-01-06,2014-01-15,9
761418,R,OTV,OTV,NER,REJ,UTR,RSR,OTH,,,20,B,,2014-01-08,2014-01-06,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20B,2,2,0,0,2013-12-13,2014-01-08,26
739689,R,BRO,LOR,NER,REJ,WRL,,,,,20,C,,2014-01-13,2014-01-06,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,20C,7,6,0,1,2013-05-23,2014-01-13,235
763243,R,RBK,RBK,NER,REJ,SEN,INS,,,,34,A,,2014-01-02,2014-01-02,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-02,2014-01-02,0
763247,R,BRO,BRO,NER,REJ,INS,,,,,34,A,,2014-01-02,2014-01-02,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2014-01-02,2014-01-02,0
762083,R,BRO,BRO,NER,REJ,UTR,RSR,OTH,,,20,E,,2014-01-02,2014-01-02,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20E,2,2,0,0,2013-12-18,2014-01-02,15
754672,R,BRO,BRO,NER,REJ,UTR,OTH,RSR,,,26,B,,2014-01-02,2014-01-02,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,26B,2,1,1,0,2013-10-23,2014-01-02,71
749272,A,OTV,OTV,BOP,CLD,DNY,,,,,30,Z,2014-03-01,2014-02-24,2013-12-31,0,0,1,0,0,1,1,,0.0,1,55.0,1.0,,,,,,,,,30Z,3,0,3,0,2013-09-10,2014-02-24,167
763111,R,RBK,RBK,NER,REJ,OTH,DHO,,,,20,A,,2013-12-31,2013-12-30,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20A,1,1,0,0,2013-12-30,2013-12-31,1
762994,R,RBK,RBK,NER,REJ,FRM,RSR,,,,20,D,,2013-12-30,2013-12-30,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2013-12-30,2013-12-30,0
