CASENBR,ITERLVL,CDFCLEVN,CDFCLRCV,CDOFCRCV,CDSTATUS,STATRSN1,STATRSN2,STATRSN3,STATRSN4,STATRSN5,CDSUB1PR,CDSUB1SC,sdtdue,sdtstat,sitdtrcv,accept,reject,deny,grant,other,submit,filed,diffreg_filed,diffinst,closed,comptime,timely,diffreg_answer,overdue,untimely,resubmit,noinfres,attachmt,wronglvl,otherrej,cdsub1cb,subcount,rejcount,cldclocount,clgacccount,earliest_sitdtrcv,latest_sdtstat,days_between
242281,R,BRO,BRO,NER,REJ,IRQ,OTH,,,,26,D,,2001-08-23,2001-08-22,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,1.0,0.0,1.0,26D,2,1,0,1,2001-06-18,2001-10-10,114
245350,R,RBK,RBK,NER,CLG,GRT,,,,,30,Z,2001-09-21,2001-09-21,2001-08-22,0,0,0,1,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,30Z,2,0,1,1,2001-07-30,2001-09-21,53
247260,F,NYM,NYM,NYM,REJ,OTH,,,,,25,D,,2001-08-22,2001-08-22,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,25D,1,1,0,0,2001-08-22,2001-08-22,0
247336,F,BRO,BRO,BRO,REJ,IMP,OTH,,,,34,Z,,2001-08-23,2001-08-22,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34Z,1,1,0,0,2001-08-22,2001-08-23,1
247334,F,BRO,BRO,BRO,REJ,IMP,OTH,,,,34,Z,,2001-08-23,2001-08-22,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34Z,1,1,0,0,2001-08-22,2001-08-23,1
239965,A,CNK,BRO,BOP,CLD,DNY,,,,,20,E,2001-10-20,2001-10-09,2001-08-21,0,0,1,0,0,1,1,,1.0,1,49.0,1.0,,,,,,,,,20E,3,1,2,0,2001-05-16,2001-10-09,146
246989,F,RBK,RBK,RBK,REJ,INF,CON,RSF,,,13,Z,,2001-08-20,2001-08-20,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,13Z,2,1,1,0,2001-08-20,2001-09-17,28
246998,F,RBK,RBK,RBK,CLG,PAR,,,,,21,A,2001-09-29,2001-09-26,2001-08-20,0,0,0,1,0,1,1,,0.0,1,37.0,1.0,,,,,,,,,21A,2,1,0,1,2001-08-20,2001-09-26,37
247202,R,BRO,BRO,NER,REJ,INS,OTH,,,,26,B,,2001-08-22,2001-08-20,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26B,1,1,0,0,2001-08-20,2001-08-22,2
240031,A,NYM,NYM,BOP,REJ,QUA,IRQ,RSA,,,21,A,,2001-08-20,2001-08-20,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,21A,3,1,1,1,2001-05-18,2001-08-20,94
247123,R,NYM,NYM,NER,REJ,INS,,,,,22,A,,2001-08-21,2001-08-20,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22A,1,1,0,0,2001-08-20,2001-08-21,1
242525,A,OTV,OTV,BOP,CLD,DNY,,,,,20,B,2001-10-16,2001-10-04,2001-08-17,0,0,1,0,0,1,1,,0.0,1,48.0,1.0,,,,,,,,,20B,2,0,2,0,2001-06-18,2001-10-04,108
248190,F,NYM,NYM,NYM,CLD,DNY,,,,,34,A,2001-09-06,2001-10-10,2001-08-17,0,0,1,0,0,1,1,,0.0,1,54.0,0.0,,,,,,,,,34A,1,0,1,0,2001-08-17,2001-10-10,54
246693,F,BRO,BRO,BRO,CLO,WDN,,,,,33,D,2001-09-05,2001-08-23,2001-08-16,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,33D,1,0,1,0,2001-08-16,2001-08-23,7
246694,F,BRO,BRO,BRO,CLO,WDN,,,,,22,Z,2001-09-05,2001-08-23,2001-08-16,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,22Z,1,0,1,0,2001-08-16,2001-08-23,7
246692,F,BRO,BRO,BRO,REJ,CON,INF,,,,34,A,,2001-08-16,2001-08-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,34A,2,2,0,0,2001-08-16,2001-08-20,4
246735,F,RBK,RBK,RBK,REJ,MSI,OTH,RSF,,,26,Z,,2001-08-16,2001-08-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,26Z,1,1,0,0,2001-08-16,2001-08-16,0
246859,R,BRO,BRO,NER,REJ,FRM,INS,,,,26,I,,2001-08-17,2001-08-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26I,1,1,0,0,2001-08-16,2001-08-17,1
246849,R,BRO,BRO,NER,REJ,FRM,INS,,,,34,A,,2001-08-17,2001-08-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2001-08-16,2001-08-17,1
246712,F,OTV,OTV,OTV,CLD,DNY,,,,,21,A,2001-09-05,2001-08-31,2001-08-16,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,21A,1,0,1,0,2001-08-16,2001-08-31,15
246696,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2001-09-05,2001-08-24,2001-08-16,0,0,1,0,0,1,1,,0.0,1,8.0,1.0,,,,,,,,,21A,1,0,1,0,2001-08-16,2001-08-24,8
246718,F,NYM,NYM,NYM,CLO,WDN,,,,,26,B,2001-09-04,2001-09-03,2001-08-15,0,0,0,0,1,1,1,,0.0,1,19.0,1.0,,,,,,,,,26B,1,0,1,0,2001-08-15,2001-09-03,19
246716,F,NYM,NYM,NYM,CLO,WDN,,,,,26,B,2001-09-04,2001-09-02,2001-08-15,0,0,0,0,1,1,1,,0.0,1,18.0,1.0,,,,,,,,,26B,1,0,1,0,2001-08-15,2001-09-02,18
246763,R,BRO,BRO,NER,REJ,INS,,,,,13,B,,2001-08-16,2001-08-15,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13B,1,1,0,0,2001-08-15,2001-08-16,1
234001,A,BRO,BRO,BOP,REJ,UTA,IRQ,RAP,,,13,Z,,2001-08-14,2001-08-14,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,1.0,0.0,0.0,13Z,4,2,2,0,2001-02-28,2001-08-14,167
246481,F,RBK,RBK,RBK,CLD,DNY,,,,,26,B,2001-09-23,2001-09-04,2001-08-14,0,0,1,0,0,1,1,,0.0,1,21.0,1.0,,,,,,,,,26B,2,1,1,0,2001-08-14,2001-09-04,21
246715,A,BRO,BRO,BOP,REJ,WRL,MLT,,,,26,A,,2001-08-14,2001-08-14,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,26A,1,1,0,0,2001-08-14,2001-08-14,0
247272,F,NYM,NYM,NYM,REJ,ONE,RSF,,,,34,B,,2001-08-22,2001-08-14,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,34B,1,1,0,0,2001-08-14,2001-08-22,8
239317,A,BRO,BRO,BOP,CLD,DNY,,,,,27,C,2001-09-23,2001-08-24,2001-08-14,0,0,1,0,0,1,1,,0.0,1,10.0,1.0,,,,,,,,,27C,3,0,3,0,2001-05-09,2001-08-24,107
243728,A,OTV,OTV,BOP,CLD,DNY,,,,,20,D,2001-10-12,2001-09-26,2001-08-13,0,0,1,0,0,1,1,,0.0,1,44.0,1.0,,,,,,,,,20D,2,0,2,0,2001-07-02,2001-09-26,86
246516,R,RBK,RBK,NER,REJ,FRM,INS,,,,27,C,,2001-08-14,2001-08-13,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27C,1,1,0,0,2001-08-13,2001-08-14,1
246582,R,BRO,BRO,NER,REJ,SIG,UTR,,,,20,D,,2001-08-15,2001-08-13,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2001-08-13,2001-08-15,2
237087,A,RBK,LEW,BOP,REJ,WRL,INS,,,,22,A,,2001-08-13,2001-08-13,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,22A,3,3,0,0,2001-04-10,2001-08-13,125
241429,A,RBK,RBK,BOP,CLD,DNY,,,,,19,F,2001-10-12,2001-10-03,2001-08-13,0,0,1,0,0,1,1,,0.0,1,51.0,1.0,,,,,,,,,19F,3,0,3,0,2001-06-06,2001-10-03,119
246253,F,BRO,BRO,BRO,CLG,GRT,,,,,26,D,2001-08-30,2001-09-26,2001-08-10,0,0,0,1,0,1,1,,0.0,1,47.0,0.0,,,,,,,,,26D,1,0,0,1,2001-08-10,2001-09-26,47
246255,F,BRO,BRO,BRO,CLO,WDN,,,,,16,A,2001-08-30,2001-09-26,2001-08-10,0,0,0,0,1,1,1,,0.0,1,47.0,0.0,,,,,,,,,16A,1,0,1,0,2001-08-10,2001-09-26,47
240959,A,RBK,RBK,BOP,CLD,DNY,,,,,10,Z,2001-10-08,2001-09-24,2001-08-09,0,0,1,0,0,1,1,,0.0,1,46.0,1.0,,,,,,,,,10Z,4,1,3,0,2001-05-31,2001-09-24,116
246200,R,RBK,RBK,NER,CLD,DNY,,,,,20,C,2001-09-07,2001-09-06,2001-08-08,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20C,1,0,1,0,2001-08-08,2001-09-06,29
246084,F,NYM,NYM,NYM,CLD,DNY,,,,,21,A,2001-08-28,2001-09-03,2001-08-08,0,0,1,0,0,1,1,,0.0,1,26.0,0.0,,,,,,,,,21A,1,0,1,0,2001-08-08,2001-09-03,26
246201,R,BRO,BRO,NER,REJ,INS,,,,,22,A,,2001-08-09,2001-08-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22A,1,1,0,0,2001-08-08,2001-08-09,1
245938,F,OTV,OTV,OTV,REJ,SEN,,,,,34,Z,,2001-08-07,2001-08-07,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2001-08-07,2001-08-07,0
240597,A,RBK,RBK,BOP,CLD,DNY,,,,,17,Z,2001-10-06,2001-09-24,2001-08-07,0,0,1,0,0,1,1,,0.0,1,48.0,1.0,,,,,,,,,17Z,3,0,3,0,2001-05-24,2001-09-24,123
240727,A,OTV,OTV,BOP,CLD,DNY,,,,,15,B,2001-10-05,2001-09-27,2001-08-06,0,0,1,0,0,1,1,,0.0,1,52.0,1.0,,,,,,,,,15B,3,0,3,0,2001-05-25,2001-09-27,125
245911,F,OTV,OTV,OTV,CLO,XPL,,,,,22,B,2001-08-26,2001-08-13,2001-08-06,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,22B,1,0,1,0,2001-08-06,2001-08-13,7
244845,R,OTV,OTV,NER,CLD,DNY,,,,,20,A,2001-09-05,2001-09-05,2001-08-06,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,20A,2,0,2,0,2001-07-23,2001-09-05,44
242647,A,OTV,OTV,BOP,CLD,DNY,,,,,20,C,2001-10-05,2001-09-20,2001-08-06,0,0,1,0,0,1,1,,0.0,1,45.0,1.0,,,,,,,,,20C,2,0,2,0,2001-06-20,2001-09-20,92
243053,R,OTV,OTV,NER,CLG,PAR,,,,,21,A,2001-09-05,2001-09-05,2001-08-06,0,0,0,1,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,21A,4,2,1,1,2001-06-27,2001-09-05,70
245936,R,BRO,BRO,NER,REJ,SEN,INS,,,,24,A,,2001-08-07,2001-08-06,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24A,1,1,0,0,2001-08-06,2001-08-07,1
245840,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2001-08-25,2001-08-25,2001-08-05,0,0,1,0,0,1,1,,0.0,1,20.0,1.0,,,,,,,,,21A,1,0,1,0,2001-08-05,2001-08-25,20
245423,F,BRO,BRO,BRO,CLO,WDN,,,,,16,B,2001-08-25,2001-09-26,2001-08-05,0,0,0,0,1,1,1,,0.0,1,52.0,0.0,,,,,,,,,16B,2,1,1,0,2001-07-26,2001-09-26,62
245967,R,CNK,BRO,NER,REJ,ONE,RSR,,,,20,E,,2001-08-07,2001-08-03,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2001-08-03,2001-08-07,4
245983,F,BRO,BRO,BRO,REJ,RSF,OTH,MSI,MLT,,21,A,,2001-08-07,2001-08-03,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,21A,1,1,0,0,2001-08-03,2001-08-07,4
245916,F,NYM,NYM,NYM,CLD,DNY,,,,,34,A,2001-08-23,2001-09-03,2001-08-03,0,0,1,0,0,1,1,,0.0,1,31.0,0.0,,,,,,,,,34A,1,0,1,0,2001-08-03,2001-09-03,31
244336,R,BRO,BRO,NER,REJ,FRM,IRQ,,,,26,Z,,2001-08-06,2001-08-03,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,26Z,2,2,0,0,2001-07-16,2001-08-06,21
245861,R,RBK,RBK,NER,CLD,DNY,,,,,20,C,2001-09-02,2001-08-31,2001-08-03,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,20C,1,0,1,0,2001-08-03,2001-08-31,28
245855,R,BRO,BRO,NER,CLD,DNY,,,,,20,D,2001-09-02,2001-08-31,2001-08-03,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2001-08-03,2001-08-31,28
235167,A,BRO,BRO,BOP,REJ,UTA,FRM,RAP,,,20,D,,2001-08-02,2001-08-02,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,20D,3,2,1,0,2001-03-14,2001-08-02,141
245922,F,NYM,NYM,NYM,CLD,DNY,,,,,22,A,2001-08-22,2001-11-06,2001-08-02,0,0,1,0,0,1,1,,0.0,1,96.0,0.0,,,,,,,,,22A,1,0,1,0,2001-08-02,2001-11-06,96
239672,A,NYM,NYM,BOP,CLD,DNY,,,,,22,D,2001-10-01,2001-09-20,2001-08-02,0,0,1,0,0,1,1,,0.0,1,49.0,1.0,,,,,,,,,22D,3,0,3,0,2001-05-15,2001-09-20,128
245854,R,OTV,OTV,NER,REJ,FRM,RSR,,,,21,A,,2001-08-06,2001-08-02,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2001-08-02,2001-08-06,4
245698,R,OTV,BRO,NER,REJ,QUA,RSR,,,,20,B,,2001-08-01,2001-08-01,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20B,1,1,0,0,2001-08-01,2001-08-01,0
245920,F,NYM,NYM,NYM,CLD,DNY,,,,,22,A,2001-08-21,2001-09-02,2001-08-01,0,0,1,0,0,1,1,,0.0,1,32.0,0.0,,,,,,,,,22A,1,0,1,0,2001-08-01,2001-09-02,32
245919,F,NYM,NYM,NYM,CLG,GRT,,,,,22,D,2001-08-21,2001-08-21,2001-08-01,0,0,0,1,0,1,1,,0.0,1,20.0,1.0,,,,,,,,,22D,1,0,0,1,2001-08-01,2001-08-21,20
245921,F,NYM,NYM,NYM,CLD,DNY,,,,,22,A,2001-08-21,2001-09-02,2001-08-01,0,0,1,0,0,1,1,,0.0,1,32.0,0.0,,,,,,,,,22A,1,0,1,0,2001-08-01,2001-09-02,32
244055,R,NYM,BRO,NER,REJ,FRM,ONE,IRQ,RSR,SEN,13,C,,2001-08-02,2001-08-01,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,13C,2,1,1,0,2001-07-11,2001-08-02,22
245831,F,BRO,BRO,BRO,REJ,CON,INF,RSR,,,12,E,,2001-08-06,2001-07-31,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,12E,1,1,0,0,2001-07-31,2001-08-06,6
245836,F,BRO,BRO,BRO,REJ,CON,INF,RSR,,,12,E,,2001-08-06,2001-07-31,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,12E,1,1,0,0,2001-07-31,2001-08-06,6
245833,F,BRO,BRO,BRO,REJ,CON,INF,OTH,,,10,C,,2001-08-06,2001-07-31,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,10C,1,1,0,0,2001-07-31,2001-08-06,6
245830,F,BRO,BRO,BRO,REJ,CON,,,,,26,A,,2001-07-31,2001-07-31,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26A,1,1,0,0,2001-07-31,2001-07-31,0
245349,F,RBK,RBK,RBK,REJ,WRL,OTH,,,,20,A,,2001-07-30,2001-07-30,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,20A,1,1,0,0,2001-07-30,2001-07-30,0
241532,A,RBK,RBK,BOP,CLD,DNY,,,,,20,D,2001-09-28,2001-09-18,2001-07-30,0,0,1,0,0,1,1,,0.0,1,50.0,1.0,,,,,,,,,20D,3,1,2,0,2001-06-04,2001-09-18,106
244635,R,OTV,OTV,NER,REJ,UTR,,,,,15,D,,2001-07-30,2001-07-30,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,15D,2,2,0,0,2001-07-19,2001-07-30,11
241248,A,NYM,NYM,BOP,REJ,UTR,,,,,34,A,,2001-07-27,2001-07-27,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,34A,3,2,1,0,2001-06-01,2001-07-27,56
245282,F,OTV,OTV,OTV,CLD,DNY,,,,,13,C,2001-08-16,2001-08-13,2001-07-27,0,0,1,0,0,1,1,,0.0,1,17.0,1.0,,,,,,,,,13C,1,0,1,0,2001-07-27,2001-08-13,17
241239,A,NYM,NYM,BOP,CLD,DNY,,,,,34,A,2001-09-25,2001-09-20,2001-07-27,0,0,1,0,0,1,1,,0.0,1,55.0,1.0,,,,,,,,,34A,3,0,3,0,2001-06-01,2001-09-20,111
245292,F,NYM,NYM,NYM,CLD,DNY,,,,,21,A,2001-08-16,2001-08-20,2001-07-27,0,0,1,0,0,1,1,,0.0,1,24.0,0.0,,,,,,,,,21A,1,0,1,0,2001-07-27,2001-08-20,24
237906,A,NYM,BRO,BOP,CLO,XPL,,,,,22,A,2001-09-25,2001-09-18,2001-07-27,0,0,0,0,1,1,1,,1.0,1,53.0,1.0,,,,,,,,,22A,4,1,2,1,2001-04-20,2001-09-18,151
239020,A,RBK,RBK,BOP,CLD,DNY,,,,,13,B,2001-09-25,2001-09-18,2001-07-27,0,0,1,0,0,1,1,,0.0,1,53.0,1.0,,,,,,,,,13B,3,0,3,0,2001-05-07,2001-09-18,134
242036,A,CNK,BRO,BOP,CLD,DNY,,,,,20,E,2001-09-25,2001-09-18,2001-07-27,0,0,1,0,0,1,1,,1.0,1,53.0,1.0,,,,,,,,,20E,2,0,2,0,2001-06-11,2001-09-18,99
240258,A,NYM,NYM,BOP,CLD,DNY,,,,,34,A,2001-09-25,2001-09-20,2001-07-27,0,0,1,0,0,1,1,,0.0,1,55.0,1.0,,,,,,,,,34A,4,1,3,0,2001-05-22,2001-09-20,121
245424,F,BRO,BRO,BRO,REJ,CON,INF,RSF,,,26,D,,2001-07-31,2001-07-26,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,26D,1,1,0,0,2001-07-26,2001-07-31,5
238032,R,BRO,BRO,NER,REJ,UTR,,,,,21,A,,2001-07-31,2001-07-26,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21A,3,2,1,0,2001-04-24,2001-07-31,98
242804,R,OTV,OTV,NER,CLD,DNY,,,,,13,B,2001-08-25,2001-08-23,2001-07-26,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,13B,3,1,1,1,2001-06-25,2001-08-23,59
245227,R,BRO,BRO,NER,CLD,DNY,,,,,20,C,2001-08-24,2001-08-23,2001-07-25,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20C,1,0,1,0,2001-07-25,2001-08-23,29
242779,R,NYM,BRO,NER,CLD,DNY,,,,,27,Z,2001-08-24,2001-08-23,2001-07-25,0,0,1,0,0,1,1,0.0,1.0,1,29.0,1.0,0.0,,,,,,,,27Z,2,0,2,0,2001-06-22,2001-08-23,62
245061,F,NYM,NYM,NYM,REJ,MLT,SEN,FRM,DHR,,20,C,,2001-07-25,2001-07-25,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20C,1,1,0,0,2001-07-25,2001-07-25,0
244998,F,BRO,BRO,BRO,REJ,INF,CON,,,,26,C,,2001-07-25,2001-07-25,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,26C,1,1,0,0,2001-07-25,2001-07-25,0
245013,F,RBK,RBK,RBK,CLD,DNY,,,,,15,C,2001-09-03,2001-08-13,2001-07-25,0,0,1,0,0,1,1,,0.0,1,19.0,1.0,,,,,,,,,15C,1,0,1,0,2001-07-25,2001-08-13,19
241225,R,OTV,OTV,NER,CLD,DNY,,,,,10,Z,2001-08-23,2001-08-22,2001-07-24,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,10Z,4,2,2,0,2001-06-04,2001-08-22,79
237668,A,OTV,OTV,BOP,REJ,UTR,,,,,25,Z,,2001-07-24,2001-07-24,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,25Z,4,3,0,1,2001-04-18,2001-07-24,97
245456,R,BRO,BRO,NER,REJ,MLT,INS,OTH,,,34,A,,2001-07-31,2001-07-23,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34A,1,1,0,0,2001-07-23,2001-07-31,8
239320,R,RBK,RBK,NER,REJ,UTR,OTH,,,,22,D,,2001-07-26,2001-07-23,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,22D,2,1,1,0,2001-05-10,2001-07-26,77
245180,R,BRO,BRO,NER,REJ,UTR,,,,,20,A,,2001-08-17,2001-07-23,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,20A,1,1,0,0,2001-07-23,2001-08-17,25
244879,F,BRO,BRO,BRO,REJ,INF,CON,RSF,,,34,A,,2001-07-23,2001-07-23,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,34A,1,1,0,0,2001-07-23,2001-07-23,0
244881,F,BRO,BRO,BRO,REJ,CON,INF,RSF,,,26,A,,2001-07-23,2001-07-23,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,26A,1,1,0,0,2001-07-23,2001-07-23,0
243011,R,BRO,BRO,NER,REJ,FRM,ONE,MSI,RSR,OTH,20,D,,2001-07-26,2001-07-20,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,2,2,0,0,2001-06-27,2001-07-26,29
244759,F,BRO,BRO,BRO,REJ,IAT,ONE,UTF,,,21,A,,2001-07-20,2001-07-20,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2001-07-20,2001-07-20,0
238222,A,NYM,NYM,BOP,CLO,REP,,,,,13,B,2001-09-17,2001-09-13,2001-07-19,0,0,0,0,1,1,1,,0.0,1,56.0,1.0,,,,,,,,,13B,4,1,3,0,2001-04-23,2001-09-13,143
244774,F,NYM,NYM,NYM,CLD,DNY,,,,,34,A,2001-08-08,2001-08-02,2001-07-19,0,0,1,0,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,34A,1,0,1,0,2001-07-19,2001-08-02,14
238220,A,NYM,NYM,BOP,CLD,DNY,,,,,13,C,2001-09-17,2001-09-13,2001-07-19,0,0,1,0,0,1,1,,0.0,1,56.0,1.0,,,,,,,,,13C,4,1,3,0,2001-04-23,2001-09-13,143
244852,R,OTV,OTV,NER,REJ,FRM,MLT,INS,,,22,A,,2001-07-23,2001-07-19,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22A,1,1,0,0,2001-07-19,2001-07-23,4
244987,F,NYM,NYM,NYM,CLO,XPL,,,,,33,H,2001-08-08,2001-08-15,2001-07-19,0,0,0,0,1,1,1,,0.0,1,27.0,0.0,,,,,,,,,33H,1,0,1,0,2001-07-19,2001-08-15,27
244770,F,BRO,BRO,BRO,CLG,GRT,,,,,34,A,2001-08-28,2001-08-28,2001-07-19,0,0,0,1,0,1,1,,0.0,1,40.0,1.0,,,,,,,,,34A,1,0,0,1,2001-07-19,2001-08-28,40
244766,F,BRO,BRO,BRO,CLG,GRT,,,,,34,A,2001-08-28,2001-09-05,2001-07-19,0,0,0,1,0,1,1,,0.0,1,48.0,0.0,,,,,,,,,34A,1,0,0,1,2001-07-19,2001-09-05,48
244565,F,NYM,NYM,NYM,CLO,WDN,,,,,26,B,2001-08-06,2001-07-27,2001-07-17,0,0,0,0,1,1,1,,0.0,1,10.0,1.0,,,,,,,,,26B,1,0,1,0,2001-07-17,2001-07-27,10
237362,A,OTV,OTV,BOP,CLO,XPL,,,,,26,B,2001-08-26,2001-08-01,2001-07-17,0,0,0,0,1,1,1,,0.0,1,15.0,1.0,,,,,,,,,26B,4,1,2,1,2001-04-13,2001-08-01,110
244496,R,BRO,BRO,NER,REJ,FRM,INS,,,,26,B,,2001-07-17,2001-07-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26B,1,1,0,0,2001-07-16,2001-07-17,1
244426,F,BRO,BRO,BRO,REJ,MLT,MSI,OBS,OTH,,34,A,,2001-07-17,2001-07-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34A,1,1,0,0,2001-07-16,2001-07-17,1
244512,F,NYM,NYM,NYM,CLO,XPL,,,,,22,A,2001-08-05,2001-08-02,2001-07-16,0,0,0,0,1,1,1,,0.0,1,17.0,1.0,,,,,,,,,22A,1,0,1,0,2001-07-16,2001-08-02,17
244348,F,RBK,RBK,RBK,CLD,DNY,,,,,26,Z,2001-08-05,2001-07-30,2001-07-16,0,0,1,0,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,26Z,1,0,1,0,2001-07-16,2001-07-30,14
244201,R,OTV,OTV,NER,REJ,QUA,INS,,,,13,Z,,2001-07-20,2001-07-16,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13Z,2,2,0,0,2001-07-12,2001-07-20,8
240684,R,OTV,OTV,NER,REJ,UTR,,,,,25,D,,2001-07-20,2001-07-16,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,25D,3,2,1,0,2001-05-25,2001-07-20,56
241711,R,RBK,RBK,NER,CLG,GRT,,,,,30,Z,2001-08-15,2001-08-13,2001-07-16,0,0,0,1,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,30Z,3,1,0,2,2001-06-11,2001-08-13,63
